
                                      ARENA Simulation Results
                                                  

                                  Summary for Replication 1 of 5

Project: Unnamed Project                                             Run execution date : 2/ 2/2022
Analyst: None                                                        Model revision date: 1/31/2022

Replication ended at time      : 525600.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Batch 8.Queue.NumberInQueue                 7.3628     .13863     .00000     16.000     4.0000    
3DP crown.Queue.NumberInQueue               .01480     (Insuf)    .00000     1.0000     .00000    
dentures post cure.Queue.NumberInQueue      .04645     (Corr)     .00000     4.0000     .00000    
normal implant fixture polishing.Queue.Num  .03906     (Corr)     .00000     5.0000     .00000    
examination by orthodentics.Queue.NumberIn  .20792     (Corr)     .00000     7.0000     .00000    
immediate crown polish.Queue.NumberInQueue  .01344     .00302     .00000     10.000     .00000    
join patient and fixture.Queue.NumberInQue  1.5103     (Corr)     .00000     15.000     .00000    
aligners post cure.Queue.NumberInQueue      .01678     .00111     .00000     1.0000     .00000    
immediate crowns 3DP.Queue.NumberInQueue    .00323     (Insuf)    .00000     1.0000     .00000    
restoration.Queue.NumberInQueue             3.6688     .08898     .00000     16.000     .00000    
normal sonication and acid etched.Queue.Nu  .00595     (Insuf)    .00000     1.0000     .00000    
Batch 6.Queue.NumberInQueue                 1.2616     (Corr)     .00000     4.0000     1.0000    
scanning process.Queue.NumberInQueue        .04599     (Corr)     .00000     3.0000     .00000    
crowns brush.Queue.NumberInQueue             2.0546E-4 (Insuf)    .00000     1.0000     .00000    
implant post cure.Queue.NumberInQueue        3.2954E-4 (Insuf)    .00000     1.0000     .00000    
Orthodentics Examination.Queue.NumberInQue  .12760     .02113     .00000     5.0000     1.0000    
Implant examinatio 3.Queue.NumberInQueue    4.7175     (Corr)     .00000     41.000     37.000    
Implant examinatio 2.Queue.NumberInQueue    1.0321     (Corr)     .00000     9.0000     5.0000    
scanning2.Queue.NumberInQueue               .00734      8.7500E-4 .00000     2.0000     .00000    
Match 1.Queue1.NumberInQueue                2.2073     .22076     .00000     10.000     5.0000    
Match 1.Queue2.NumberInQueue                .00290     (Insuf)    .00000     5.0000     .00000    
Denture installation.Queue.NumberInQueue    .29147     (Corr)     .00000     9.0000     .00000    
crowns polishing.Queue.NumberInQueue        .23193     .00618     .00000     16.000     .00000    
Restoration Examination.Queue.NumberInQueu   5.0061E-6 (Insuf)    .00000     1.0000     .00000    
norma implant post cure.Queue.NumberInQueu  .00000     (Insuf)    .00000     .00000     .00000    
3DP dentures teeth.Queue.NumberInQueue      .04768     (Corr)     .00000     2.0000     .00000    
sonication and acid etched.Queue.NumberInQ  .00326     (Insuf)    .00000     1.0000     .00000    
normal fixtures 3DP.Queue.NumberInQueue     .01766     (Insuf)    .00000     2.0000     .00000    
Batch 4.Queue.NumberInQueue                 1.9412     .08330     .00000     5.0000     3.0000    

                                             COUNTERS

Identifier                                    Count   Limit
_____________________________________________________________

immediate_implant_count                         440  Infinite
denture_count                                  2052  Infinite
restoration_count                              5312  Infinite
two_stage_count                                1118  Infinite
ortho_count                                    2603  Infinite

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Entity 1.NumberIn                           2.0000    
Entity 1.NumberOut                          .00000    
immediate implant 1.NumberIn                .00000    
immediate implant 1.NumberOut               .00000    
Implant type 2.NumberIn                     9503.0    
Implant type 2.NumberOut                    6577.0    
Implant type 1.NumberIn                     2357.0    
Implant type 1.NumberOut                    2228.0    
patient.NumberIn                            13141.    
patient.NumberOut                           13141.    
dentures_patient.NumberIn                   11770.    
dentures_patient.NumberOut                  10992.    
Implant_patient.NumberIn                    2664.0    
Implant_patient.NumberOut                   2409.0    
two stage implant 2.NumberIn                .00000    
two stage implant 2.NumberOut               .00000    
orthodontics_patient.NumberIn               7817.0    
orthodontics_patient.NumberOut              7684.0    
restorative_patient.NumberIn                16315.    
restorative_patient.NumberOut               16155.    
post curing machine.NumberSeized            5034.0    
post curing machine.ScheduledUtilization    .23594    
Restoration doctor 2.NumberSeized           2748.0    
Restoration doctor 2.ScheduledUtilization   .15624    
Restoration doctor 1.NumberSeized           7899.0    
Restoration doctor 1.ScheduledUtilization   .65292    
3DP.NumberSeized                            4712.0    
3DP.ScheduledUtilization                    .34129    
Scanner.NumberSeized                        14295.    
Scanner.ScheduledUtilization                .31769    
Denture doctor.NumberSeized                 4586.0    
Denture doctor.ScheduledUtilization         .41641    
orthodontist doctor.NumberSeized            5210.0    
orthodontist doctor.ScheduledUtilization    .47073    
polisher.NumberSeized                       11340.    
polisher.ScheduledUtilization               .06473    
ultra sonic cleaner.NumberSeized            4013.0    
ultra sonic cleaner.ScheduledUtilization    .15672    
photographer.NumberSeized                   2606.0    
photographer.ScheduledUtilization           .07446    
Implant doctor.NumberSeized                 10436.    
Implant doctor.ScheduledUtilization         .84305    
UV machine.NumberSeized                     2052.0    
UV machine.ScheduledUtilization             .02916    
Addmission Worker.NumberSeized              13141.    
Addmission Worker.ScheduledUtilization      .31244    
brush.NumberSeized                          2982.0    
brush.ScheduledUtilization                  .08499    
Thermoforming machine.NumberSeized          2605.0    
Thermoforming machine.ScheduledUtilization  .22303    
System.NumberOut                            11525.    


                                      ARENA Simulation Results
                                                  

                                  Summary for Replication 5 of 5

Project: Unnamed Project                                             Run execution date : 2/ 2/2022
Analyst: None                                                        Model revision date: 1/31/2022

Replication ended at time      : 525600.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

tis_twostage_implant                         2.2871E+5 (Corr)      1.5056E+5  5.0396E+5   1139    
tis_immediate_implant                       35764.     7768.3     983.66      3.0879E+5    450    
tis_ortho_patients                          867.57     11.172     467.83     1403.7       2631    
tis_restoration                             1836.1     23.569     420.05     4328.3       5200    
tis_denture                                  1.0165E+5 691.26     81281.      1.2247E+5   2100    
Entity 1.VATime                                 --         --         --         --          0
Entity 1.NVATime                                --         --         --         --          0
Entity 1.WaitTime                               --         --         --         --          0
Entity 1.TranTime                               --         --         --         --          0
Entity 1.OtherTime                              --         --         --         --          0
Entity 1.TotalTime                              --         --         --         --          0
immediate implant 1.VATime                      --         --         --         --          0
immediate implant 1.NVATime                     --         --         --         --          0
immediate implant 1.WaitTime                    --         --         --         --          0
immediate implant 1.TranTime                    --         --         --         --          0
immediate implant 1.OtherTime                   --         --         --         --          0
immediate implant 1.TotalTime                   --         --         --         --          0
Implant type 2.VATime                       96023.     (Corr)     14977.      6.0305E+5   1139    
Implant type 2.NVATime                      .00000     .00000     .00000     .00000       1139    
Implant type 2.WaitTime                      2.0176E+5 (Corr)      1.3259E+5  3.2573E+5   1139    
Implant type 2.TranTime                     92.853     (Corr)     60.000     100.00       1139    
Implant type 2.OtherTime                    .00000     .00000     .00000     .00000       1139    
Implant type 2.TotalTime                     2.3847E+5 (Corr)      1.5160E+5  5.0396E+5   1139    
Implant type 1.VATime                       29537.     10897.     295.59      3.9505E+5    450    
Implant type 1.NVATime                      .00000     .00000     .00000     .00000        450    
Implant type 1.WaitTime                     22965.     (Corr)     1167.8     91524.        450    
Implant type 1.TranTime                     48.844     .69721     30.000     50.000        450    
Implant type 1.OtherTime                    .00000     .00000     .00000     .00000        450    
Implant type 1.TotalTime                    45042.     10036.     1004.5      3.0879E+5    450    
patient.VATime                                  --         --         --         --          0
patient.NVATime                                 --         --         --         --          0
patient.WaitTime                                --         --         --         --          0
patient.TranTime                                --         --         --         --          0
patient.OtherTime                               --         --         --         --          0
patient.TotalTime                               --         --         --         --          0
dentures_patient.VATime                      1.1611E+5 (Corr)     81036.      3.7954E+5   2100    
dentures_patient.NVATime                    .00000     .00000     .00000     .00000       2100    
dentures_patient.WaitTime                   2048.6     159.69     599.35     37049.       2100    
dentures_patient.TranTime                   48.352     (Corr)     30.000     50.000       2100    
dentures_patient.OtherTime                  .00000     .00000     .00000     .00000       2100    
dentures_patient.TotalTime                   1.0856E+5 (Corr)     81281.      2.5982E+5   2100    
Implant_patient.VATime                          --         --         --         --          0
Implant_patient.NVATime                         --         --         --         --          0
Implant_patient.WaitTime                        --         --         --         --          0
Implant_patient.TranTime                        --         --         --         --          0
Implant_patient.OtherTime                       --         --         --         --          0
Implant_patient.TotalTime                       --         --         --         --          0
two stage implant 2.VATime                      --         --         --         --          0
two stage implant 2.NVATime                     --         --         --         --          0
two stage implant 2.WaitTime                    --         --         --         --          0
two stage implant 2.TranTime                    --         --         --         --          0
two stage implant 2.OtherTime                   --         --         --         --          0
two stage implant 2.TotalTime                   --         --         --         --          0
orthodontics_patient.VATime                 15901.     (Corr)     274.66      2.5943E+5   2631    
orthodontics_patient.NVATime                .00000     .00000     .00000     .00000       2631    
orthodontics_patient.WaitTime               1599.0     81.042     427.31     26897.       2631    
orthodontics_patient.TranTime               48.358     (Corr)     30.000     50.000       2631    
orthodontics_patient.OtherTime              .00000     .00000     .00000     .00000       2631    
orthodontics_patient.TotalTime              16700.     (Corr)     467.83      2.6032E+5   2631    
restorative_patient.VATime                  7377.5     (Corr)     248.01      2.5872E+5   5200    
restorative_patient.NVATime                 .00000     .00000     .00000     .00000       5200    
restorative_patient.WaitTime                2864.7     67.274     777.82     46055.       5200    
restorative_patient.TranTime                49.246     (Corr)     30.000     50.000       5200    
restorative_patient.OtherTime               .00000     .00000     .00000     .00000       5200    
restorative_patient.TotalTime               9139.8     (Corr)     696.78      2.5968E+5   5200    
Admission.Queue.WaitingTime                 .00000     .00000     .00000     .00000      13142    
Batch 2.Queue.WaitingTime                   2234.3     290.05     .00000     11760.        455    
normal implant brush.Queue.WaitingTime          --         --         --         --          0
Batch 7.Queue.WaitingTime                   310.97     (Corr)     .00000     3840.0       2100    
sature.Queue.WaitingTime                    352.01     (Corr)     .00000     2507.2       1894    
implant fixture polishing.Queue.WaitingTim  7.8316     1.1575     .00000     47.054        455    
normal crown polish.Queue.WaitingTime           --         --         --         --          0
sonication and immersion.Queue.WaitingTime  6.4462     (Insuf)    .00000     51.532         91    
Dentures polishing.Queue.WaitingTime        .20872     .10500     .00000     33.000       2100    
Dentures Examination.Queue.WaitingTime      29.313     (Corr)     .00000     464.35       2587    
join patient crown and fixture.Queue.Waiti  783.24     72.822     .00000     2140.5        450    
Hold for call.Queue.WaitingTime             17117.     (Corr)     270.31      2.6020E+5  13501    
normal sonication and immersion.Queue.Wait  1.3597     .53369     .00000     88.410        624    
Match 6.Queue1.WaitingTime                  53.338     .09517     40.097     69.956      13501    
Match 6.Queue2.WaitingTime                  .00000     .00000     .00000     .00000      13501    
dentures UV curing.Queue.WaitingTime        11.256     .11910     .00000     28.959       2100    
crowns post cure.Queue.WaitingTime          2.8806     .80144     .00000     41.431        325    
aligners brush.Queue.WaitingTime            1.0138     .11202     .00000     21.547       2635    
Implanr examination 1.Queue.WaitingTime     1876.0     (Corr)     .00000     9274.4       2657    
normal crowns 3DP.Queue.WaitingTime             --         --         --         --          0
Batch 1.Queue.WaitingTime                   4850.1     (Corr)     .00000     22320.        450    
Batch 3.Queue.WaitingTime                       --         --         --         --          0
Photographing.Queue.WaitingTime             .00000     .00000     .00000     .00000       2638    
immediate fixtures 3DP.Queue.WaitingTime    27.086     (Insuf)    .00000     184.44         91    
Match 3.Queue1.WaitingTime                  16.122     2.7359     .00000     97.996       2100    
Match 3.Queue2.WaitingTime                  15.634     1.3843     .00000     47.663       2100    
immediate implant brush.Queue.WaitingTime   .36080     (Insuf)    .00000     9.9248         45    
aligners ultra sonic.Queue.WaitingTime      3.0557     .32353     .00000     98.670       2635    
join patient and crown.Queue.WaitingTime    432.10     51.035     .00000     2338.0       1140    
Hold 6.Queue.WaitingTime                    120.85     4.9004     .03132     239.64       1148    
Hold 2.Queue.WaitingTime                    212.19     5.2802     .01619     479.99      13505    
Hold 1.Queue.WaitingTime                    123.75     (Corr)     .01632     239.99      12389    
aligners thermoforming.Queue.WaitingTime    4.1017     .39096     .00000     45.000       2635    
3DP dentures base.Queue.WaitingTime         13.673     2.2963     .00000     181.80        525    
3DP aligners.Queue.WaitingTime              23.192     (Corr)     .00000     257.60       2635    
Batch 8.Queue.WaitingTime                   760.52     19.642     .00000     2880.0       5200    
3DP crown.Queue.WaitingTime                 23.073     4.7794     .00000     217.83        325    
dentures post cure.Queue.WaitingTime        11.873     .34343     .00000     66.155       2100    
normal implant fixture polishing.Queue.Wai  6.9859     .50915     .00000     59.750       3120    
examination by orthodentics.Queue.WaitingT  40.763     2.5251     .00000     214.43       2631    
immediate crown polish.Queue.WaitingTime    15.667     1.2393     .00000     41.493        450    
join patient and fixture.Queue.WaitingTime  433.80     (Corr)     .00000     2696.9       1971    
aligners post cure.Queue.WaitingTime        3.4405     .19617     .00000     45.321       2635    
immediate crowns 3DP.Queue.WaitingTime      35.972     (Insuf)    .00000     137.35         45    
restoration.Queue.WaitingTime               365.51     3.5503     .00000     784.07       5200    
normal sonication and acid etched.Queue.Wa  5.2323     1.2132     .00000     90.000        624    
Batch 6.Queue.WaitingTime                   310.97     (Corr)     .00000     3840.0       2100    
scanning process.Queue.WaitingTime          1.9891     (Corr)     .00000     48.019      12389    
crowns brush.Queue.WaitingTime              .35815     .31169     .00000     17.593        325    
implant post cure.Queue.WaitingTime         5.5702     (Insuf)    .00000     75.437         45    
Orthodentics Examination.Queue.WaitingTime  21.181     3.2947     .00000     255.11       2638    
Implant examinatio 3.Queue.WaitingTime      1727.6     (Corr)     .00000     8813.8       1972    
Implant examinatio 2.Queue.WaitingTime      1825.6     (Corr)     .00000     9099.6        459    
scanning2.Queue.WaitingTime                 2.1044     .22585     .00000     14.153       1894    
Match 1.Queue1.WaitingTime                  2637.1     (Corr)     .00000     13617.        450    
Match 1.Queue2.WaitingTime                  3.4954     1.5172     .00000     41.321        450    
Denture installation.Queue.WaitingTime      75.664     3.3431     .00000     342.70       2100    
crowns polishing.Queue.WaitingTime          22.974     .21486     .00000     57.252       5200    
Restoration Examination.Queue.WaitingTime   .00239     .00177     .00000     2.9361       5218    
norma implant post cure.Queue.WaitingTime       --         --         --         --          0
3DP dentures teeth.Queue.WaitingTime        44.127     3.5703     .00000     190.43        525    
sonication and acid etched.Queue.WaitingTi  21.923     (Insuf)    .00000     70.000         91    
normal fixtures 3DP.Queue.WaitingTime       16.976     3.1206     .00000     214.16        624    
Batch 4.Queue.WaitingTime                   325.50     (Corr)     .00000     3600.0       3120    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

Dentures revenue Value                       2.0765E+5 (Corr)     .00000      4.8340E+5  4.8340E+5
Restoration revenue Value                    1.0363E+5 (Corr)     .00000      2.0815E+5  2.0815E+5
Implant revenue Value                        1.2943E+5 (Corr)     .00000      3.3565E+5  3.3565E+5
Orthodontics revenue Value                   9.2760E+5 (Corr)     .00000      1.8576E+6  1.8576E+6
Entity 1.WIP                                2.0000     (Insuf)    .00000     2.0000     2.0000    
immediate implant 1.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
Implant type 2.WIP                          2127.2     (Corr)     .00000     2960.0     2841.0    
Implant type 1.WIP                          70.046     (Corr)     .00000     160.00     129.00    
patient.WIP                                 .31237      6.6329E-4 .00000     1.0000     1.0000    
dentures_patient.WIP                        698.58     (Corr)     .00000     938.00     882.00    
Implant_patient.WIP                         177.51     (Corr)     .00000     277.00     267.00    
two stage implant 2.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
orthodontics_patient.WIP                    115.52     (Corr)     .00000     178.00     127.00    
restorative_patient.WIP                     154.94     (Corr)     .00000     229.00     180.00    
post curing machine.NumberBusy              .23849     (Corr)     .00000     1.0000     .00000    
post curing machine.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
post curing machine.Utilization             .23849     (Corr)     .00000     1.0000     .00000    
Restoration doctor 2.NumberBusy             .14688     .00595     .00000     1.0000     .00000    
Restoration doctor 2.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 2.Utilization            .14688     .00595     .00000     1.0000     .00000    
Restoration doctor 1.NumberBusy             .64619     .01007     .00000     1.0000     1.0000    
Restoration doctor 1.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 1.Utilization            .64619     .01007     .00000     1.0000     1.0000    
3DP.NumberBusy                              .69199     (Corr)     .00000     2.0000     .00000    
3DP.NumberScheduled                         2.0000     (Insuf)    2.0000     2.0000     2.0000    
3DP.Utilization                             .34599     (Corr)     .00000     1.0000     .00000    
Scanner.NumberBusy                          .31714     (Corr)     .00000     1.0000     .00000    
Scanner.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Scanner.Utilization                         .31714     (Corr)     .00000     1.0000     .00000    
Denture doctor.NumberBusy                   .42562     (Corr)     .00000     1.0000     .00000    
Denture doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Denture doctor.Utilization                  .42562     (Corr)     .00000     1.0000     .00000    
orthodontist doctor.NumberBusy              .47554     .01678     .00000     1.0000     .00000    
orthodontist doctor.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
orthodontist doctor.Utilization             .47554     .01678     .00000     1.0000     .00000    
polisher.NumberBusy                         .06464     (Corr)     .00000     1.0000     .00000    
polisher.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
polisher.Utilization                        .06464     (Corr)     .00000     1.0000     .00000    
ultra sonic cleaner.NumberBusy              .15896     (Corr)     .00000     1.0000     .00000    
ultra sonic cleaner.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
ultra sonic cleaner.Utilization             .15896     (Corr)     .00000     1.0000     .00000    
photographer.NumberBusy                     .07514     .00247     .00000     1.0000     .00000    
photographer.NumberScheduled                1.0000     (Insuf)    1.0000     1.0000     1.0000    
photographer.Utilization                    .07514     .00247     .00000     1.0000     .00000    
Implant doctor.NumberBusy                   .85034     (Corr)     .00000     1.0000     1.0000    
Implant doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Implant doctor.Utilization                  .85034     (Corr)     .00000     1.0000     1.0000    
UV machine.NumberBusy                       .02988     (Corr)     .00000     1.0000     .00000    
UV machine.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
UV machine.Utilization                      .02988     (Corr)     .00000     1.0000     .00000    
Addmission Worker.NumberBusy                .31237      6.6329E-4 .00000     1.0000     1.0000    
Addmission Worker.NumberScheduled           1.0000     (Insuf)    1.0000     1.0000     1.0000    
Addmission Worker.Utilization               .31237      6.6329E-4 .00000     1.0000     1.0000    
brush.NumberBusy                            .08590     .00294     .00000     1.0000     .00000    
brush.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
brush.Utilization                           .08590     .00294     .00000     1.0000     .00000    
Thermoforming machine.NumberBusy            .22560     .00806     .00000     1.0000     .00000    
Thermoforming machine.NumberScheduled       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Thermoforming machine.Utilization           .22560     .00806     .00000     1.0000     .00000    
Admission.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Batch 2.Queue.NumberInQueue                 1.9560     .18518     .00000     5.0000     4.0000    
normal implant brush.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
Batch 7.Queue.NumberInQueue                 1.2446     (Corr)     .00000     4.0000     2.0000    
sature.Queue.NumberInQueue                  1.2710     (Corr)     .00000     14.000     4.0000    
implant fixture polishing.Queue.NumberInQu  .00678     (Corr)     .00000     5.0000     .00000    
normal crown polish.Queue.NumberInQueue     .00000     (Insuf)    .00000     .00000     .00000    
sonication and immersion.Queue.NumberInQue  .00112     (Insuf)    .00000     1.0000     .00000    
Dentures polishing.Queue.NumberInQueue       8.3394E-4 (Insuf)    .00000     3.0000     .00000    
Dentures Examination.Queue.NumberInQueue    .14428     (Corr)     .00000     5.0000     .00000    
join patient crown and fixture.Queue.Numbe  .67059     .12419     .00000     10.000     .00000    
Hold for call.Queue.NumberInQueue           583.34     (Corr)     .00000     835.00     782.00    
normal sonication and immersion.Queue.Numb  .00161     (Insuf)    .00000     2.0000     .00000    
Match 6.Queue1.NumberInQueue                1.3701     (Corr)     .00000     42.000     .00000    
Match 6.Queue2.NumberInQueue                .00000     (Insuf)    .00000     1.0000     .00000    
dentures UV curing.Queue.NumberInQueue      .04497     (Corr)     .00000     3.0000     .00000    
crowns post cure.Queue.NumberInQueue        .00178     (Insuf)    .00000     1.0000     .00000    
aligners brush.Queue.NumberInQueue          .00508      6.5924E-4 .00000     1.0000     .00000    
Implanr examination 1.Queue.NumberInQueue   9.8366     (Corr)     .00000     63.000     41.000    
normal crowns 3DP.Queue.NumberInQueue       .00000     (Insuf)    .00000     .00000     .00000    
Batch 1.Queue.NumberInQueue                 4.2526     .30895     .00000     10.000     9.0000    
Batch 3.Queue.NumberInQueue                 .00000     (Insuf)    .00000     .00000     .00000    
Photographing.Queue.NumberInQueue           .00000     (Insuf)    .00000     .00000     .00000    
immediate fixtures 3DP.Queue.NumberInQueue  .00469     (Insuf)    .00000     1.0000     .00000    
Match 3.Queue1.NumberInQueue                .06441     .01592     .00000     4.0000     .00000    
Match 3.Queue2.NumberInQueue                .06247     (Corr)     .00000     4.0000     .00000    
immediate implant brush.Queue.NumberInQueu   3.0891E-5 (Insuf)    .00000     1.0000     .00000    
aligners ultra sonic.Queue.NumberInQueue    .01532     .00153     .00000     2.0000     .00000    
join patient and crown.Queue.NumberInQueue  .94601     (Corr)     .00000     13.000     8.0000    
Hold 6.Queue.NumberInQueue                  .26397     (Corr)     .00000     5.0000     .00000    
Hold 2.Queue.NumberInQueue                  5.4522     (Corr)     .00000     42.000     .00000    
Hold 1.Queue.NumberInQueue                  2.9170     (Corr)     .00000     16.000     .00000    
aligners thermoforming.Queue.NumberInQueue  .02056     .00211     .00000     2.0000     .00000    
3DP dentures base.Queue.NumberInQueue       .01366     (Insuf)    .00000     2.0000     .00000    
3DP aligners.Queue.NumberInQueue            .11627     (Corr)     .00000     4.0000     .00000    
Batch 8.Queue.NumberInQueue                 7.5514     .11337     .00000     16.000     15.000    
3DP crown.Queue.NumberInQueue               .01427     (Insuf)    .00000     1.0000     .00000    
dentures post cure.Queue.NumberInQueue      .04744     (Corr)     .00000     4.0000     .00000    
normal implant fixture polishing.Queue.Num  .04147     (Corr)     .00000     10.000     .00000    
examination by orthodentics.Queue.NumberIn  .20405     .01760     .00000     6.0000     .00000    
immediate crown polish.Queue.NumberInQueue  .01341     .00244     .00000     10.000     .00000    
join patient and fixture.Queue.NumberInQue  1.6284     (Corr)     .00000     13.000     1.0000    
aligners post cure.Queue.NumberInQueue      .01725     .00155     .00000     2.0000     .00000    
immediate crowns 3DP.Queue.NumberInQueue    .00308     (Insuf)    .00000     1.0000     .00000    
restoration.Queue.NumberInQueue             3.6161     .09184     .00000     16.000     .00000    
normal sonication and acid etched.Queue.Nu  .00621     (Insuf)    .00000     2.0000     .00000    
Batch 6.Queue.NumberInQueue                 1.2446     (Corr)     .00000     4.0000     2.0000    
scanning process.Queue.NumberInQueue        .04689     (Corr)     .00000     4.0000     .00000    
crowns brush.Queue.NumberInQueue             2.2146E-4 (Insuf)    .00000     1.0000     .00000    
implant post cure.Queue.NumberInQueue        4.7690E-4 (Insuf)    .00000     1.0000     .00000    
Orthodentics Examination.Queue.NumberInQue  .10631     .01723     .00000     3.0000     .00000    
Implant examinatio 3.Queue.NumberInQueue    6.7977     (Corr)     .00000     49.000     36.000    
Implant examinatio 2.Queue.NumberInQueue    1.6685     (Corr)     .00000     11.000     9.0000    
scanning2.Queue.NumberInQueue               .00758     (Corr)     .00000     2.0000     .00000    
Match 1.Queue1.NumberInQueue                2.3115     .28203     .00000     10.000     5.0000    
Match 1.Queue2.NumberInQueue                .00299     (Insuf)    .00000     5.0000     .00000    
Denture installation.Queue.NumberInQueue    .30231     (Corr)     .00000     8.0000     .00000    
crowns polishing.Queue.NumberInQueue        .22729     .00566     .00000     16.000     .00000    
Restoration Examination.Queue.NumberInQueu   2.3693E-5 (Insuf)    .00000     1.0000     .00000    
norma implant post cure.Queue.NumberInQueu  .00000     (Insuf)    .00000     .00000     .00000    
3DP dentures teeth.Queue.NumberInQueue      .04408     (Corr)     .00000     2.0000     .00000    
sonication and acid etched.Queue.NumberInQ  .00380     (Insuf)    .00000     1.0000     .00000    
normal fixtures 3DP.Queue.NumberInQueue     .02015     (Insuf)    .00000     1.0000     .00000    
Batch 4.Queue.NumberInQueue                 1.9321     .08282     .00000     5.0000     .00000    

                                             COUNTERS

Identifier                                    Count   Limit
_____________________________________________________________

immediate_implant_count                         450  Infinite
denture_count                                  2100  Infinite
restoration_count                              5200  Infinite
two_stage_count                                1139  Infinite
ortho_count                                    2631  Infinite

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Entity 1.NumberIn                           2.0000    
Entity 1.NumberOut                          .00000    
immediate implant 1.NumberIn                .00000    
immediate implant 1.NumberOut               .00000    
Implant type 2.NumberIn                     9582.0    
Implant type 2.NumberOut                    6741.0    
Implant type 1.NumberIn                     2413.0    
Implant type 1.NumberOut                    2284.0    
patient.NumberIn                            13142.    
patient.NumberOut                           13141.    
dentures_patient.NumberIn                   12042.    
dentures_patient.NumberOut                  11160.    
Implant_patient.NumberIn                    2698.0    
Implant_patient.NumberOut                   2431.0    
two stage implant 2.NumberIn                .00000    
two stage implant 2.NumberOut               .00000    
orthodontics_patient.NumberIn               7907.0    
orthodontics_patient.NumberOut              7780.0    
restorative_patient.NumberIn                15960.    
restorative_patient.NumberOut               15780.    
post curing machine.NumberSeized            5105.0    
post curing machine.ScheduledUtilization    .23849    
Restoration doctor 2.NumberSeized           2575.0    
Restoration doctor 2.ScheduledUtilization   .14688    
Restoration doctor 1.NumberSeized           7843.0    
Restoration doctor 1.ScheduledUtilization   .64619    
3DP.NumberSeized                            4770.0    
3DP.ScheduledUtilization                    .34599    
Scanner.NumberSeized                        14283.    
Scanner.ScheduledUtilization                .31714    
Denture doctor.NumberSeized                 4687.0    
Denture doctor.ScheduledUtilization         .42562    
orthodontist doctor.NumberSeized            5269.0    
orthodontist doctor.ScheduledUtilization    .47554    
polisher.NumberSeized                       11325.    
polisher.ScheduledUtilization               .06464    
ultra sonic cleaner.NumberSeized            4065.0    
ultra sonic cleaner.ScheduledUtilization    .15896    
photographer.NumberSeized                   2638.0    
photographer.ScheduledUtilization           .07514    
Implant doctor.NumberSeized                 10543.    
Implant doctor.ScheduledUtilization         .85034    
UV machine.NumberSeized                     2100.0    
UV machine.ScheduledUtilization             .02988    
Addmission Worker.NumberSeized              13142.    
Addmission Worker.ScheduledUtilization      .31237    
brush.NumberSeized                          3005.0    
brush.ScheduledUtilization                  .08590    
Thermoforming machine.NumberSeized          2635.0    
Thermoforming machine.ScheduledUtilization  .22560    
System.NumberOut                            11520.    


                                      ARENA Simulation Results
                                                  

                                  Output Summary for 5 Replications

Project: Unnamed Project                                             Run execution date : 2/ 2/2022
Analyst: None                                                        Model revision date: 1/31/2022


                                             OUTPUTS

Identifier                                 Average    Half-width Minimum    Maximum # Replications
___________________________________________________________________________________________________

Entity 1.NumberIn                           2.0000     .00000     2.0000     2.0000     5
Entity 1.NumberOut                          .00000     .00000     .00000     .00000     5
immediate implant 1.NumberIn                .00000     .00000     .00000     .00000     5
immediate implant 1.NumberOut               .00000     .00000     .00000     .00000     5
Implant type 2.NumberIn                     9398.4     178.12     9260.0     9582.0     5
Implant type 2.NumberOut                    6521.4     209.55     6302.0     6741.0     5
Implant type 1.NumberIn                     2434.6     106.73     2354.0     2539.0     5
Implant type 1.NumberOut                    2320.0     112.23     2228.0     2423.0     5
