No,GRT,Length,TerminalName,TEU,VoyageType,Interval,EarlinessTardiness,ST,OT,UT
6674,66199,276,2,4592,Liner,2,-3,1.07,32.8,3.97
6675,17738,177,1,537,Liner,1.17,0,0.98,16.43,1.38
6676,73934,304,1,881,Liner,1.33,-5,0.97,13.85,2.48
6677,60133,299,2,3219,Liner,1.8,-2,1.02,28.47,1.02
6678,89776,318,2,6012,Liner,12.1,10,0.43,51.67,1.38
6679,31403,218,1,2803,Feeder,10.7,-5,1.4,43.5,2.47
6680,9957,148,2,1165,Feeder,1.15,19,0.75,34.05,1.87
6681,16694,174,2,754,Liner,8.55,4,1.02,18.4,1.08
6682,32534,211,1,1264,Feeder,14.33,2,0.57,14.27,1.67
6683,2063,94,1,124,Feeder,3.37,-28,6.75,9.03,1.47
6684,9957,148,2,1224,Feeder,0.7,-6,0.82,43.58,7.43
6685,18123,175,1,1436,Feeder,2.8,10,0.77,13.97,1.93
6686,497,50,1,72,Feeder,0.25,-7,0.57,1.82,0.62
6687,35573,222,1,2397,Liner,1.95,-14,0.2,36.52,2.7
6688,22914,186,1,769,Liner,1.3,-4,1.92,36.62,8.68
6689,66403,279,2,1946,Liner,3.5,7,0.97,16.57,4.05
6690,11062,157,2,963,Feeder,12.3,-15,0.42,32.42,1.25
6691,9957,148,2,1586,Feeder,2.28,-3,1.15,61.13,1.22
6692,25391,207,1,818,Liner,1.33,0,0.57,6.93,5.08
6693,54851,294,2,6591,Liner,17.33,0,1.12,57.7,1.6
6694,9983,148,1,1449,Feeder,6.25,-5,0.72,17.85,1.35
6695,29259,200,1,350,Liner,0.9,2,0.75,10.15,2.68
6696,23289,187,1,1352,Liner,11.6,-7,0.6,23.48,1.33
6697,26435,209,1,2199,Liner,0.9,-11,0.63,23.8,2.65
6698,67462,276,2,2383,Liner,3.6,-5,0.92,21.15,2.68
6699,16694,174,1,692,Liner,1.3,-61,1.98,13.68,4.33
6700,27733,199,1,1674,Liner,3.67,-29,1.37,18.3,1.83
6701,71786,293,1,3383,Liner,5.53,-7,2.83,39.5,2.58
6702,3135,93,1,108,Feeder,10.5,-10,2.37,5.68,3.28
6703,9957,148,2,1207,Feeder,2.67,-3,0.5,26.18,3.15
6704,31403,218,1,2991,Feeder,3.83,-6,0.5,39.72,3.45
6705,15995,170,1,1455,Feeder,4.02,2,1.08,20.93,1.65
6706,39582,258,1,2188,Liner,3.78,-4,0.75,34.22,2.95
6707,497,50,1,67,Feeder,0.1,-5,1.28,2.93,0.45
6708,66199,276,2,4254,Liner,1.1,-12,0.75,43.6,2.23
6709,46697,276,1,2030,Liner,4.3,0,0.42,37.78,2.13
6710,14036,155,2,883,Feeder,7.78,0,0.93,10.37,3.12
6711,73934,304,1,1665,Liner,3.42,-27,1.9,17.25,2.85
6712,42020,264,2,3334,Liner,2.5,0,1.2,33.78,1.43
6713,9983,148,1,1584,Feeder,22.17,14,0.63,15.05,1.9
6714,13299,150,1,96,Feeder,14.5,4,0.63,1.58,1.78
6716,108069,337,2,7482,Liner,13.67,-3,1.97,53.9,4.72
6717,497,50,1,40,Feeder,1.27,2,0.15,1,0.43
6718,14241,159,1,1878,Liner,9.07,0,0.7,20.85,1.62
6719,36014,240,2,2048,Liner,7.75,-1,1.05,24.25,1.7
6720,65643,279,2,1981,Liner,0.38,1,1.12,17.67,2.55
6721,41280,245,1,1644,Liner,3,-4,0.65,17.6,3
6722,26061,187,1,380,Liner,12.2,-1,0.83,6.48,2.1
6723,51836,275,1,3581,Liner,4.33,5,0.82,30.33,8.18
6724,40165,260,2,1899,Liner,11.17,-1,0.77,22.37,3.2
6725,15995,170,1,1700,Feeder,5.83,2,0.62,26.73,3.9
6726,11062,157,1,866,Feeder,1.67,-11,1.02,14,2.65
6727,3994,107,1,234,Liner,1.7,2,0.38,2.55,2.57
6728,27733,199,1,1722,Liner,1,-33,0.63,16.22,1.93
6729,27758,209,1,2967,Feeder,17.13,-6,0.33,28.6,2.07
6730,9983,148,1,1568,Feeder,15.87,-2,0.83,20.47,2.2
6731,497,50,1,27,Feeder,9.2,10,1.25,1.05,0.28
6732,32534,211,2,1723,Feeder,12.63,-1,0.78,20.87,1.18
6733,75590,300,2,4198,Liner,0.47,-7,1.48,33.68,2.42
6734,23289,187,1,525,Liner,2,-11,0.38,15.23,1.8
6735,31403,218,1,1993,Feeder,3.17,17,0.37,21.95,2.52
6736,24053,206,1,2252,Feeder,38.42,-2,1,24.32,3.85
6737,9957,148,1,607,Feeder,4.42,1,1.55,9.83,1.95
6738,54851,294,2,6786,Liner,0.42,-2,1.17,38.58,5.67
6739,9983,148,1,1666,Feeder,12.58,1,1.12,14.58,1.3
6740,497,50,1,64,Feeder,5.92,0,0.18,1.65,0.67
6741,65184,279,2,2068,Liner,5.08,2,1.1,21.02,2.05
6742,74175,299,2,9799,Liner,3.5,-7,0.67,83.83,3.33
6743,4653,145,1,48,Feeder,4.72,5,0.67,0.72,1.78
6744,66452,280,2,4148,Liner,7.03,-5,0.98,44.97,1.05
6745,17652,183,1,756,Liner,6.75,5,0.43,14.52,3.05
6746,28270,213,1,1808,Liner,3,-4,0.55,25.6,2.77
6748,9957,148,2,1941,Feeder,1.8,1,1.28,31.87,2.1
6749,21339,184,1,1222,Liner,2.7,2,0.38,14.58,1.78
6750,11062,157,1,1500,Feeder,2.67,-10,0.38,18.42,1.95
6751,16694,174,1,694,Feeder,1.33,2,0.32,23.18,3.98
6752,9957,148,2,1563,Feeder,3.5,8,0.72,99.3,1.75
6753,26061,196,1,248,Liner,1.5,2,2.62,4.4,2.4
6754,66046,276,2,2930,Liner,1,3,1.17,34.93,1.65
6755,36014,240,1,738,Liner,15.5,-24,0.78,10.67,4.38
6756,15995,170,1,2511,Feeder,3,-2,1.07,39.25,1.73
6757,27733,199,1,881,Liner,2.42,-35,0.85,9.75,3.4
6758,9983,148,1,1458,Feeder,2.08,4,0.67,19.98,2
6759,64054,275,1,1973,Liner,13,3,1.27,22.97,2.18
6760,42112,260,1,1084,Liner,3,-3,0.87,15.98,3.1
6761,66199,276,2,3867,Liner,0.8,-5,0.67,39.53,3.8
6762,11062,157,1,616,Feeder,5.5,-10,0.65,9.88,1.97
6763,15995,170,1,1649,Feeder,10,3,0.97,24.27,1.5
6764,69246,285,2,3846,Liner,22.7,3,0.62,67.3,3.25
6765,32534,211,1,1838,Feeder,2.5,3,0.75,18.18,1.57
6766,40594,239,1,491,Liner,0.25,-1,0.83,8.6,4.62
6767,9957,148,2,1670,Feeder,9.08,4,0.7,40.38,3.33
6768,31403,218,1,2738,Feeder,2.17,5,0.78,38.42,5.38
6769,497,50,1,65,Feeder,23.5,5,0.48,2.03,0.48
6770,26435,209,1,1545,Liner,3.17,3,0.98,22.57,7.62
6771,35881,221,1,2153,Liner,1.43,-4,0.78,27.58,4.3
6772,23285,187,2,1892,Liner,1.15,1,1.02,29.15,8.33
6773,5272,117,1,169,Feeder,0.85,5,1.32,3.03,3.15
6774,35581,223,1,1385,Liner,1.15,4,0.87,19.62,2.85
6775,9983,148,1,1677,Feeder,3.75,-1,0.85,19.6,1.8
6776,27758,209,1,3000,Feeder,2.1,2,0.88,41.97,4.23
6777,65247,263,2,4328,Liner,4.6,-1,1.62,47.2,4.67
6778,35824,220,1,1778,Liner,10.97,-2,0.63,26.57,3.72
6779,26061,196,1,269,Liner,4.53,-24,0.5,6.68,2.57
6780,9957,148,2,1184,Feeder,1.8,-1,0.43,32.1,2.55
6781,25391,207,1,884,Liner,0.05,1,0.12,13.72,9.33
6782,27733,199,2,1074,Liner,2.78,-100,0.8,23,1.28
6783,497,50,1,20,Feeder,5.37,4,0.52,1,0.48
6784,68570,285,2,2195,Liner,30.4,-1,1.55,29.98,3.47
6785,42800,269,1,3758,Liner,1.9,-1,0.67,41.17,5
6786,17738,177,1,635,Liner,7.33,1,0.73,11.5,4.35
6787,64845,275,2,2836,Liner,3.67,3,0.9,30.82,2.62
6788,3135,93,1,386,Feeder,1.8,12,0.5,20.57,5.85
6789,5999,121,1,716,Feeder,6.7,-7,0.7,14.05,2.03
6790,39582,258,1,1327,Liner,10,2,0.45,19.48,5.82
6791,66380,279,2,2345,Liner,0.17,0,1.03,29.88,2.67
6792,32534,211,1,1200,Feeder,10.33,1,1.98,16.1,2.75
6793,66654,280,2,1537,Liner,3.5,4,0.78,16.7,1.77
6794,69246,285,2,3508,Liner,10.25,3,1.15,27.1,4
6795,31403,218,1,2805,Feeder,1.37,-7,14.05,44.47,1.85
6796,17652,183,1,1705,Liner,2.88,-2,0.88,42.92,2.37
6797,32284,211,1,666,Liner,0.33,13,1.82,8.85,4
6798,11062,157,1,1303,Feeder,6.47,0,0.38,18.88,25.73
6799,9983,148,1,1686,Feeder,13.2,1,0.82,23.05,1.88
6800,13315,159,2,127,Liner,6.42,-8,0.92,8.12,3.28
6801,15995,170,1,1724,Feeder,1.58,-2,25.08,33.88,0.87
6802,33834,207,2,2265,Liner,3.83,-6,0.92,27.63,10.1
6803,54851,294,2,7467,Liner,10.73,1,0.9,55.18,7.08
6804,66433,280,2,3874,Liner,8.68,-6,0.8,47.4,4.3
6805,35981,231,1,2739,Liner,7.45,0,0.83,28.83,3.5
6806,9957,148,2,1157,Feeder,0.1,-25,0.78,32.5,2.72
6807,23285,187,2,1469,Feeder,2.2,0,4,25.17,5
6808,27758,209,1,1887,Feeder,11.1,7,0.97,27.02,2.43
6809,24053,206,1,1581,Feeder,11.9,-1,0.67,26.9,3.1
6810,67462,276,2,2137,Liner,16.63,2,1.05,25.45,3.83
6811,27733,199,1,1000,Liner,0.97,-119,0.75,10.2,1.63
6812,40068,260,1,3185,Liner,4.23,4,1,43.68,3.65
6813,64054,275,1,2268,Liner,0.33,4,0.97,44.87,3.5
6814,37953,222,2,1278,Liner,21.03,-26,0.95,14.67,5.47
6815,15995,170,1,1974,Feeder,7,-2,0.75,33.83,1.83
6816,9957,148,2,197,Feeder,12.3,15,0.55,2.53,13.67
6817,40030,260,2,1082,Liner,6.25,-5,1.08,21.18,2.98
6818,31403,218,1,3069,Feeder,10.13,4,0.9,32.8,1.88
6819,21971,197,2,124,Liner,4.62,-5,0.77,2.82,0.92
6820,32534,211,1,471,Feeder,3.75,18,2.22,7.82,1.47
6821,9983,148,1,1624,Feeder,6.42,2,0.45,22.23,1.48
6822,26061,196,1,291,Liner,4.93,-4,2.47,7.22,2.4
6823,17652,183,1,1359,Liner,3.3,0,0.88,22.05,1.82
6824,73934,304,2,1737,Liner,0.1,-4,0.37,14.93,1.62
6825,42307,245,2,988,Liner,0.17,2,0.77,11.45,2.45
6826,35824,220,1,2553,Liner,8,-1,1,32.22,0.78
6827,41391,262,2,1712,Liner,5.33,-16,1.1,22.32,3.17
6829,42741,269,1,4126,Liner,1.42,-2,1.27,41.85,4.22
6830,66433,280,2,4713,Liner,17.67,-6,1.67,40.88,1.95
6831,15995,170,1,1346,Feeder,1.53,0,0.93,26.23,2.5
6832,15995,170,1,1079,Feeder,1.6,-10,0.78,13.57,1.78
6833,23289,187,1,2051,Liner,2.12,-2,0.83,35.8,1.7
6834,5272,117,1,78,Feeder,9.47,33,0.63,4.32,1.42
6835,11062,157,1,995,Feeder,6.12,25,0.23,15.18,2.08
6836,27733,199,1,1351,Liner,5.75,-69,0.77,20.22,3.02
6837,60133,299,2,3158,Liner,10.42,3,0.55,31.12,2.5
6838,65140,280,2,2321,Liner,18.92,39,1.15,27.4,3.28
6839,71786,293,2,3175,Liner,6.9,3,1.07,38.23,4.2
6840,27681,222,1,762,Liner,2.6,-76,2.95,8.35,2.28
6841,40594,239,1,808,Liner,1,-12,24.67,25,2.75
6842,66199,276,2,2589,Liner,12,-1,0.92,37.25,4.67
6843,42112,260,1,1192,Liner,3,-2,0.75,19.5,2.17
6844,75752,306,1,1726,Liner,5.25,2,1.05,24.17,1.53
6845,9983,148,2,1681,Feeder,0.55,1,0.73,27.2,2.98
6846,31403,218,1,2727,Feeder,2.6,-1,0.87,32.75,2.3
6847,3135,93,1,135,Feeder,1.8,-10,0.67,7.37,1.72
6848,3994,107,1,424,Feeder,0.63,28,0.92,19,2.75
6849,9957,148,2,930,Feeder,7.33,1,0.28,19.27,2.28
6850,11062,157,2,1174,Feeder,18.58,-5,1.13,14.7,1.75
6851,35581,222,1,2855,Liner,5.7,-6,0.62,26.72,1.92
6852,17652,183,1,286,Liner,0.65,-6,0.62,6.57,1.82
6853,25391,207,1,1465,Liner,13.83,-16,0.87,22.97,3.75
6854,13315,159,1,889,Feeder,2.07,10,0.72,35.18,1.93
6855,32534,211,1,1230,Feeder,5.17,-17,0.58,21.32,1.35
6856,66403,279,2,2138,Liner,0.33,1,1.02,20.4,1.92
6857,497,50,1,26,Feeder,9.92,-9,0.47,0.77,0.68
6858,39892,244,2,1258,Liner,7.83,3,0.78,12.72,3
6859,23285,187,1,1198,Liner,2.72,29,1.27,11.35,2.88
6860,15995,170,1,1296,Feeder,2.03,5,1.38,21.73,1.88
6861,89776,318,2,4469,Liner,14.4,-2,1.13,41.3,3.73
6862,74175,299,2,7547,Liner,6.02,-4,1.07,73.43,0.92
6863,9983,148,1,1331,Feeder,4.08,0,0.75,17.6,1
6864,27733,199,1,773,Liner,2.5,-89,0.72,11.82,2.85
6865,67462,276,2,1765,Liner,0.1,5,0.85,22.62,3.37
6867,497,50,1,57,Feeder,15.7,5,0.12,2.47,0.33
6868,9957,148,2,1334,Feeder,0.55,-26,0.67,92.15,4.68
6869,31403,218,1,1937,Feeder,1.75,-4,0.55,16.35,1.52
6870,26435,209,1,2339,Liner,1,-6,0.72,26.45,1.78
6871,24053,206,1,1195,Feeder,4.08,-5,1.1,21.27,1.97
6872,64054,275,2,2524,Liner,14.62,0,0.77,28.52,2.97
6873,51364,286,1,4874,Liner,5.4,-1,0.75,31.87,14.63
6874,73934,304,1,1153,Liner,8.4,3,0.55,11.25,2.37
6875,39582,258,1,1084,Liner,9.33,-3,1,14.07,2.6
6876,25391,207,1,551,Liner,2.17,1,0.72,14.55,3.65
6877,9983,148,1,1592,Feeder,8.25,15,0.75,29.68,0.93
6878,68888,285,2,4688,Liner,15.25,6,0.83,33.17,2.83
6879,11062,157,2,1082,Feeder,7.5,6,1.58,15.6,1.4
6880,3994,107,1,538,Feeder,0.6,-15,2.35,10.92,4.57
6881,497,50,1,78,Feeder,3.4,5,0.73,3.63,1.22
6882,35573,222,1,3311,Liner,14,-4,0.67,31.3,1.7
6883,35598,225,1,724,Liner,7,6,2.12,9.98,3.32
6884,32534,211,2,1104,Feeder,3.33,44,0.47,19.55,1.57
6885,65643,279,2,2327,Liner,6.55,2,0.5,21.33,2
6886,9957,148,1,915,Feeder,3.12,2,0.52,16.97,5.85
6887,31403,218,1,1358,Feeder,0.67,-1,0.43,15,1.65
6888,66433,280,2,3374,Liner,3.58,-4,1.13,27.6,3.43
6889,46697,276,1,3157,Liner,1.53,3,1.37,33.28,4.85
6890,5272,117,2,353,Feeder,11.72,8,1.42,13.75,2.83
6891,15995,170,1,1880,Feeder,9,9,0.7,28.65,1.07
6892,26435,209,1,1578,Liner,7.25,3,0.67,26.17,3.67
6893,36014,240,2,1787,Liner,0.95,8,0.88,19.53,2.25
6894,9983,148,1,1553,Feeder,0.8,1,0.93,21.88,1.93
6895,27733,199,1,826,Liner,8.18,-39,0.65,10.55,2.05
6896,497,50,1,63,Feeder,5.02,14,1.22,3.02,0.85
6897,65140,280,2,2231,Liner,1.3,0,1.12,27.4,1.15
6898,75395,304,2,7962,Liner,4,-7,0.52,64.67,6.4
6899,15995,170,1,981,Feeder,7.5,2,0.43,15.5,2.32
6900,68570,285,2,6088,Liner,0.3,18,0.85,71.85,2.55
6901,16694,174,1,5,Liner,9.62,2,0.32,0.03,1.65
6902,36014,240,1,1606,Liner,8.08,-7,0.72,29.4,2.65
6903,9957,148,2,914,Feeder,7.07,8,0.27,18.43,1.88
6904,23289,187,2,1205,Liner,3.43,73,1.52,17.57,2.33
6905,17738,177,1,530,Liner,0.33,4,0.57,14.77,2.92
6906,17215,176,1,420,Liner,17.67,13,0.75,6.62,1.73
6907,73934,304,1,1135,Liner,7.83,3,0.42,21.05,2.7
6908,31403,218,1,2792,Feeder,0.08,2,0.6,34.9,3.92
6909,60133,299,2,4987,Liner,2.08,17,0.98,106.83,2.27
6910,3994,107,1,488,Feeder,0.6,0,0.45,11.27,1.87
6911,75590,300,2,3857,Liner,13.4,-1,1.47,36.18,2.77
6912,11062,157,2,1149,Feeder,1.6,-6,0.83,14.7,2.28
6913,9983,148,1,1790,Feeder,5.4,0,0.98,19.38,1.3
6914,65184,279,2,2282,Liner,5.33,2,0.97,26.12,1.42
6915,21971,197,1,248,Liner,7.67,-19,0.48,6.25,2.93
6916,37398,244,1,1649,Liner,12.83,-1,1.28,32.45,1.85
6917,66452,280,2,4038,Liner,11,0,1.03,33.47,2.93
6918,32534,211,1,1614,Feeder,0.92,15,0.5,22.4,1.35
6919,9957,148,1,1208,Feeder,10.08,2,1.18,26.48,2.58
6920,27733,199,1,1230,Liner,12.17,-24,0.62,12.65,3.9
6921,3135,93,1,310,Feeder,7.7,24,0.37,12.1,1.47
6922,42800,269,1,4242,Liner,0.05,-4,0.85,62.75,2.32
6923,9983,148,1,1737,Feeder,11.15,4,1.95,20.77,1.37
6924,66046,276,1,2584,Liner,2.6,-4,0.68,36.93,1.55
6925,3994,107,1,477,Feeder,3.43,-6,0.38,9.33,1.37
6926,29259,200,1,527,Liner,2.97,-1,0.97,12.57,1.63
6927,24053,206,2,373,Feeder,7.6,0,1.07,6.18,3.83
6928,42112,260,1,2062,Liner,1,1,0.83,30.15,4.1
6929,17652,183,2,539,Liner,7.5,-1,0.45,11.72,2.17
6930,75752,306,1,1496,Liner,0.3,-3,0.67,20.03,2.72
6931,5272,117,1,202,Feeder,6.9,2,0.83,12.08,1.78
6932,66199,276,2,4707,Liner,9.05,7,1.07,64.5,3.3
6933,64054,275,2,3543,Liner,8.25,-1,1.08,39.15,2.93
6934,9957,148,1,943,Feeder,3.25,2,0.98,16.25,4.02
6935,26061,187,2,157,Liner,1.38,-2,0.77,4.57,2.28
6936,31403,218,1,2182,Feeder,1.07,-6,0.65,27.43,2.5
6937,15995,170,1,2223,Feeder,2.07,13,1.17,37.6,4.48
6938,69218,285,2,2375,Liner,16.73,-3,1.43,18.55,1.85
6939,23285,187,1,926,Liner,10,-8,2.95,13.82,6.82
6940,497,50,1,79,Feeder,0.33,3,0.25,1.82,1.77
6941,35581,223,1,3918,Liner,15.7,2,0.7,47.67,8.8
6942,11062,157,1,874,Feeder,3.8,12,0.62,12.68,1.53
6943,23289,187,1,804,Feeder,0.25,-17,0.77,12.28,2.62
6944,75395,304,2,8707,Liner,0.25,-4,1.1,76.15,2.42
6945,25391,207,1,2216,Liner,13.67,83,0.82,57.18,0.33
6946,47541,275,1,1861,Liner,2.4,6,0.53,29.37,7.18
6947,26358,209,1,2395,Liner,20.6,0,0.85,31.85,6.05
6948,65247,263,2,4379,Liner,1.72,-7,0.97,65.72,1.98
6949,9983,148,1,1642,Feeder,5.28,75,1.22,20.42,1.78
6950,66380,279,2,2747,Liner,17.75,-8,1.25,29.58,2
6951,27733,199,1,1085,Liner,0.25,-75,0.78,12.25,4.38
6952,11987,157,1,1479,Feeder,12.5,5,1.7,29.93,3.7
6953,37953,222,1,2044,Liner,6.6,-19,1.52,29.27,6.72
6954,64845,275,1,2894,Liner,11.9,-10,1.32,42.08,3.85
6955,68570,285,2,3986,Liner,5.67,7,1.47,65.12,2.5
6956,9957,148,2,1349,Feeder,4.03,-2,1.28,29.38,1.25
6957,15995,170,1,856,Feeder,1.3,2,0.25,13.75,2.33
6958,73934,304,1,1419,Liner,9.25,9,0.87,26.58,1.67
6960,17652,183,1,416,Liner,1.6,-2,0.78,6.6,4.45
6961,31403,218,1,2984,Feeder,7,14,0.85,40.95,5.95
6962,69246,285,2,4198,Liner,1.9,-8,0.75,39.53,1.72
6963,48220,277,1,4443,Liner,4.1,-5,0.67,43.67,8.5
6964,11062,157,2,300,Feeder,2.6,-2,0.23,8.73,1.7
6965,32534,211,1,1660,Feeder,4.95,-4,0.15,26.58,4.27
6966,35881,221,1,1739,Liner,5.17,-1,0.9,24.22,3.72
6967,497,50,1,76,Feeder,0.78,-2,0.48,2.73,3.28
6968,9600,150,2,1438,Feeder,11,-50,1.13,59.7,2.25
6969,54851,294,2,7893,Liner,8.5,-2,1.2,53.7,3.77
6970,9957,148,1,554,Feeder,2,89,0.77,14.68,3.13
6971,66654,280,2,1704,Liner,5.9,6,0.82,15.82,2.12
6972,66433,280,2,3433,Liner,2.1,-6,0.93,32.23,3
6973,28270,213,1,2381,Liner,17.25,1,1.07,28.55,8.58
6974,11788,137,1,1510,Feeder,6.17,-8,0.58,25.77,1.9
6975,9957,148,2,825,Feeder,1.33,-52,0.62,35.8,3.08
6976,23289,187,2,1198,Feeder,5.42,1,0.52,24.4,5.58
6977,42741,269,1,6069,Liner,16.93,23,1.77,56.25,6.07
6978,67462,276,2,2320,Liner,14.4,9,0.87,28.38,2
6979,26061,196,1,538,Liner,0.2,-15,1.05,13.35,5.6
6980,27681,222,1,1688,Liner,4.1,-4,0.7,19.97,2.52
6981,27733,199,1,1181,Liner,4.2,-111,0.92,20.12,4.63
6982,64054,275,1,3160,Liner,13.9,-7,2.33,34.95,6.8
6983,24053,206,1,1709,Feeder,1.6,42,0.92,114.82,3.18
6984,33834,207,1,869,Liner,13.6,-5,0.62,12.52,6.98
6985,15995,170,1,2029,Feeder,2.48,3,0.88,33.25,4.37
6986,3994,107,1,504,Feeder,1.75,-6,0.87,10.9,6.82
6987,69246,285,2,3033,Liner,23.08,15,0.73,29.43,3.5
6988,11987,157,1,1598,Feeder,0.68,9,1.7,32.17,6.3
6989,40594,239,1,820,Liner,1.9,0,1.23,23.92,5.43
6990,17215,176,1,1009,Liner,1.58,11,0.37,15.05,4.83
6991,66332,279,2,4920,Liner,0.67,-9,0.98,60.73,3.28
6992,5272,117,2,254,Feeder,3.25,9,0.75,10.02,1.98
6993,35581,222,1,2465,Liner,14.3,-3,1.27,34.37,5.03
6994,41391,262,2,2140,Liner,5.53,-9,0.75,28.7,1.22
6995,31403,218,1,3269,Feeder,1.17,-4,0.83,48.42,7
6996,66433,280,2,3149,Liner,7,-5,0.92,31.97,2.45
6997,497,50,1,76,Feeder,15.75,5,0.68,2.02,0.38
6998,26435,209,1,1813,Liner,2,6,1.17,23.32,8.6
6999,11788,137,1,1152,Feeder,10.75,-1,1.28,64.42,3.38
7000,54851,294,2,6723,Liner,9.3,8,1.18,62.63,2.35
7001,26061,196,1,340,Liner,2.8,37,0.5,9.03,3.88
7002,9957,148,2,1012,Feeder,3.07,-28,0.73,37.27,4.5
7003,27733,199,1,1049,Liner,13.77,-109,0.82,15.38,2.55
7004,9600,150,1,1557,Feeder,22.07,24,1.23,30.48,8.95
7005,65140,280,2,2039,Liner,4,8,0.57,31.88,4.38
7006,17738,177,1,703,Liner,2,0,0.57,15.9,5.7
7007,64054,275,1,2952,Liner,1.1,0,0.13,37.27,7.02
7008,36014,240,1,3185,Liner,0.23,0,0.77,43.77,5.72
7009,3135,93,2,369,Feeder,4.42,-4,0.52,18.67,1.82
7010,66199,276,2,4301,Liner,0.25,-12,1.1,45.92,3.9
7011,1677,73,2,84,Feeder,0.5,15,0.93,4.98,3.08
7012,51364,286,1,4431,Liner,10,42,0.17,41.12,5.97
7014,52090,294,2,3130,Liner,10.7,-31,0.87,29.5,2.8
7015,25391,207,1,1602,Liner,3.3,4,1.5,16.35,5.23
7016,9957,148,1,738,Feeder,11.58,2,1.08,12.27,1.9
7017,25391,207,1,838,Liner,1.3,-6,1.23,18.08,4.68
7020,40177,244,2,985,Liner,2,1,0.52,17.12,4.03
7022,16694,174,1,1167,Feeder,0.67,4,0.87,33.23,4.48
7023,66403,279,2,2443,Liner,13.63,-96,1.78,31.97,4.25
7024,11987,157,1,1611,Feeder,2.53,1,3.08,109.2,1.47
7025,497,50,1,73,Feeder,8.17,-8,0.1,4.38,0.35
7026,9600,150,2,964,Feeder,7.17,-10,3.28,21.48,1.48
7027,73934,304,1,2580,Liner,3.48,1,0.67,57.38,5.62
7028,32534,211,1,2318,Feeder,3.35,0,0.57,24.7,1.32
7029,26435,209,1,1952,Liner,2.42,-5,1.2,38.15,6.15
7030,3994,107,1,426,Feeder,0.58,-25,0.53,10.3,2.92
7031,25391,207,1,409,Liner,10.5,24,0.23,11.73,0.72
7032,46697,276,1,2986,Liner,6.43,91,1.22,39.62,1.67
7033,74175,299,2,12049,Liner,1.27,0,0.87,118.72,1.92
7034,15995,170,1,2023,Feeder,18.8,6,1.03,41.05,4.83
7035,31403,218,1,3265,Feeder,10,0,2.75,40.57,4.1
7036,67462,276,2,1729,Liner,0.38,0,0.92,19.58,1.33
7037,27733,199,1,527,Liner,4.62,-104,0.45,4.78,1.77
7038,9990,148,1,1087,Feeder,1,1,1.55,104.77,3.12
7039,9983,148,1,1698,Feeder,6.5,-11,1.05,63.3,1.57
7040,497,50,1,76,Feeder,2.28,-17,0.17,1.05,1.03
7041,66199,276,2,4015,Liner,2.22,-9,1.12,59.82,3.48
7042,64054,275,1,2820,Liner,7,1,1.33,32.13,3.7
7044,2063,94,1,197,Feeder,2.8,-4,0.7,7.22,6
7045,60133,299,2,4398,Liner,13.5,-18,0.85,42.98,2.67
7047,26061,196,1,304,Liner,18,26,1.58,5.3,3.7
7048,9957,148,1,1022,Feeder,3.3,-2,0.78,19.18,2.37
7049,35581,222,1,2214,Liner,8.5,-11,0.88,25.38,3.38
7050,65643,279,1,1753,Liner,11.45,-2,2.15,20.68,3.5
7051,11987,157,1,1611,Feeder,7.08,-8,0.33,158.18,2.07
7052,36014,240,2,1303,Liner,12.67,-4,0.75,25.42,2.08
7053,66433,280,2,3653,Liner,2.8,-6,0.78,36.5,2.3
7054,54851,294,2,5988,Liner,5.78,4,1.1,58.13,1.77
7055,26435,209,1,1910,Liner,2.83,-7,0.6,28.27,8.47
7056,17215,176,1,1376,Feeder,7.65,1,3.7,18.12,1.93
7057,3994,107,1,477,Feeder,4.1,1,0.18,10.93,1.97
7058,11062,157,2,1359,Feeder,3.92,-18,1.33,22.58,1.67
7059,9957,148,1,732,Feeder,7.08,-8,1.62,14.05,4.42
7060,65140,280,2,1387,Liner,3.03,10,0.63,16.35,3.02
7061,27733,199,1,1431,Liner,3.6,-111,0.62,15.32,3.28
7062,26061,196,1,252,Liner,20.7,1,1.7,13.03,1.27
7063,36014,240,1,553,Liner,5.5,-10,0.7,10.43,4.87
7064,32534,211,1,1898,Liner,2.67,-1,0.62,24.78,3.88
7066,40594,239,1,736,Liner,3.3,-6,0.93,28.27,3.98
7067,16694,174,1,60,Liner,3,56,0.37,1.63,2.08
7068,9957,148,2,1567,Feeder,18.2,10,0.57,41.18,3
7069,73934,304,1,2687,Liner,8.97,-1,1,27.57,3.52
7070,68888,285,2,3570,Liner,9.33,-1,0.7,33.95,1.77
7071,3135,93,1,309,Feeder,9.25,-4,1.1,14.67,3.22
7072,74175,299,2,9394,Liner,5.75,-2,1.2,98.05,4
7073,14241,159,1,1793,Feeder,0.75,11,0.55,27.27,1.73
7074,15995,170,1,1693,Feeder,9.83,-1,0.52,37.9,7.75
7075,23285,187,1,849,Liner,0.42,-2,0.82,20.07,4.12
7076,9983,148,1,1722,Feeder,6.97,2,0.97,52.53,1.25
7077,35573,222,1,2158,Liner,2.03,1,1.02,28.6,2.13
7078,65184,279,2,2754,Liner,7.5,3,1.03,35.28,1.37
7080,497,50,1,82,Feeder,3.92,7,0.32,2.13,0.72
7081,11062,157,2,1222,Feeder,14.25,-3,0.32,24.43,1.42
7082,17652,183,1,1438,Liner,6.33,3,0.78,27.5,2.47
