
                                      ARENA Simulation Results
                                                  

                                  Summary for Replication 1 of 5

Project: Unnamed Project                                             Run execution date : 2/ 2/2022
Analyst: None                                                        Model revision date: 2/ 2/2022

Replication ended at time      : 26280.0 Hours 
Statistics were cleared at time: 2160.0 Hours (Tuesday, May 03, 2022, 00:00:00)
Statistics accumulated for time: 24120.0 Hours
Base Time Units: Hours

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
polisher.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
polisher.Utilization                        .01494      4.5205E-4 .00000     1.0000     .00000    
ultra sonic cleaner.NumberBusy              .07966     .00241     .00000     1.0000     .00000    
ultra sonic cleaner.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
ultra sonic cleaner.Utilization             .07966     .00241     .00000     1.0000     .00000    
photographer.NumberBusy                     .07516     .00185     .00000     1.0000     .00000    
photographer.NumberScheduled                1.0000     (Insuf)    1.0000     1.0000     1.0000    
photographer.Utilization                    .07516     .00185     .00000     1.0000     .00000    
Implant doctor.NumberBusy                   .31909     .00838     .00000     1.0000     .00000    
Implant doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Implant doctor.Utilization                  .31909     .00838     .00000     1.0000     .00000    
UV machine.NumberBusy                       .00000     (Insuf)    .00000     .00000     .00000    
UV machine.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
UV machine.Utilization                      .00000     (Insuf)    .00000     .00000     .00000    
Addmission Worker.NumberBusy                .31263     (Corr)     .00000     1.0000     1.0000    
Addmission Worker.NumberScheduled           1.0000     (Insuf)    1.0000     1.0000     1.0000    
Addmission Worker.Utilization               .31263     (Corr)     .00000     1.0000     1.0000    
brush.NumberBusy                            .00000     (Insuf)    .00000     .00000     .00000    
brush.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
brush.Utilization                           .00000     (Insuf)    .00000     .00000     .00000    
Thermoforming machine.NumberBusy            .00000     (Insuf)    .00000     .00000     .00000    
Thermoforming machine.NumberScheduled       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Thermoforming machine.Utilization           .00000     (Insuf)    .00000     .00000     .00000    
Admission.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Batch 2.Queue.NumberInQueue                 2.0235     .06011     .00000     5.0000     4.0000    
normal implant brush.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
Batch 7.Queue.NumberInQueue                 .00000     (Insuf)    .00000     .00000     .00000    
sature.Queue.NumberInQueue                  .00563     .00101     .00000     3.0000     .00000    
implant fixture polishing.Queue.NumberInQu  .00616      4.2648E-4 .00000     4.0000     .00000    
normal crown polish.Queue.NumberInQueue     .00000     (Insuf)    .00000     .00000     .00000    
sonication and immersion.Queue.NumberInQue  .00000     (Insuf)    .00000     .00000     .00000    
hold immediate implant crown.Queue.NumberI  813.02     (Corr)     99.000     1587.0     1587.0    
hold immediate implant fixture.Queue.Numbe   1.6584E-4 (Insuf)    .00000     1.0000     .00000    
Dentures polishing.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
Dentures Examination.Queue.NumberInQueue    .01222     .00104     .00000     2.0000     .00000    
join patient crown and fixture.Queue.Numbe  .00000     (Insuf)    .00000     .00000     .00000    
hold normal implant crown.Queue.NumberInQu  483.98     (Corr)     .00000     1042.0     1042.0    
hold dentures base.Queue.NumberInQueue      3657.8     (Corr)     130.00     7119.0     7119.0    
Hold 18.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Hold for call.Queue.NumberInQueue           20631.     (Corr)     2632.0     38677.     38677.    
normal sonication and immersion.Queue.Numb   5.4721E-4 (Insuf)    .00000     1.0000     .00000    
Hold 15.Queue.NumberInQueue                 .99851     (Insuf)    .00000     1.0000     1.0000    
Match 6.Queue1.NumberInQueue                .04148     .00149     .00000     1.0000     .00000    
Match 6.Queue2.NumberInQueue                .00000     (Insuf)    .00000     1.0000     .00000    
dentures UV curing.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
crowns post cure.Queue.NumberInQueue        .00000     (Insuf)    .00000     .00000     .00000    
aligners brush.Queue.NumberInQueue          .00000     (Insuf)    .00000     .00000     .00000    
Adjustable Batch 2.Queue.NumberInQueue      1.8140     .06381     .00000     10.000     5.0000    
Implanr examination 1.Queue.NumberInQueue   .03508     .00307     .00000     3.0000     .00000    
normal crowns 3DP.Queue.NumberInQueue       .00000     (Insuf)    .00000     .00000     .00000    
Batch 1.Queue.NumberInQueue                 2.0000     (Insuf)    2.0000     2.0000     2.0000    
Hold 19.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Batch 3.Queue.NumberInQueue                 .00000     (Insuf)    .00000     .00000     .00000    
Photographing.Queue.NumberInQueue           .00000     (Insuf)    .00000     .00000     .00000    
immediate fixtures 3DP.Queue.NumberInQueue  .00000     (Insuf)    .00000     .00000     .00000    
Match 3.Queue1.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Match 3.Queue2.NumberInQueue                8.0000     (Insuf)    8.0000     8.0000     8.0000    
immediate implant brush.Queue.NumberInQueu  .00000     (Insuf)    .00000     .00000     .00000    
aligners ultra sonic.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
join patient and crown.Queue.NumberInQueue  .00000     (Insuf)    .00000     .00000     .00000    
Hold 6.Queue.NumberInQueue                  .08732     (Corr)     .00000     3.0000     .00000    
Hold 1.Queue.NumberInQueue                  2.9609     .02946     .00000     13.000     .00000    
aligners thermoforming.Queue.NumberInQueue  .00000     (Insuf)    .00000     .00000     .00000    
3DP dentures base.Queue.NumberInQueue       .00000     (Insuf)    .00000     .00000     .00000    
3DP aligners.Queue.NumberInQueue            .00000     (Insuf)    .00000     .00000     .00000    
Batch 8.Queue.NumberInQueue                 2.0000     (Insuf)    2.0000     2.0000     2.0000    
3DP crown.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
dentures post cure.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
normal implant fixture polishing.Queue.Num  .02371      7.8607E-4 .00000     4.0000     .00000    
examination by orthodentics.Queue.NumberIn  .00000     (Insuf)    .00000     .00000     .00000    
immediate crown polish.Queue.NumberInQueue  .00000     (Insuf)    .00000     .00000     .00000    
join patient and fixture.Queue.NumberInQue  .00222      2.5251E-4 .00000     1.0000     .00000    
aligners post cure.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
immediate crowns 3DP.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
restoration.Queue.NumberInQueue             .00000     (Insuf)    .00000     .00000     .00000    
normal sonication and acid etched.Queue.Nu  .00143     (Insuf)    .00000     1.0000     .00000    
Batch 6.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
hold normal implant fixture.Queue.NumberIn   6.6335E-4 (Insuf)    .00000     2.0000     .00000    
scanning process.Queue.NumberInQueue        .04163     (Corr)     .00000     3.0000     .00000    
crowns brush.Queue.NumberInQueue            .00000     (Insuf)    .00000     .00000     .00000    
Hold 21.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
hold dentures teeth.Queue.NumberInQueue     3650.8     (Corr)     123.00     7112.0     7112.0    
implant post cure.Queue.NumberInQueue       .00000     (Insuf)    .00000     .00000     .00000    
Orthodentics Examination.Queue.NumberInQue  .02743     .00240     .00000     3.0000     .00000    
Implant examinatio 3.Queue.NumberInQueue    .02360     .00270     .00000     3.0000     .00000    
Implant examinatio 2.Queue.NumberInQueue    .00601     .00107     .00000     2.0000     .00000    
scanning2.Queue.NumberInQueue               .00123      1.4418E-4 .00000     1.0000     .00000    
Match 1.Queue1.NumberInQueue                812.89     (Corr)     100.00     1585.0     1585.0    
Match 1.Queue2.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Denture installation.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
hold crowns.Queue.NumberInQueue             8603.2     (Corr)     1294.0     15872.     15872.    
hold aligners.Queue.NumberInQueue           4224.6     (Corr)     625.00     7895.0     7895.0    
Hold 20.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
crowns polishing.Queue.NumberInQueue        .00000     (Insuf)    .00000     .00000     .00000    
Restoration Examination.Queue.NumberInQueu  .00000     (Insuf)    .00000     .00000     .00000    
norma implant post cure.Queue.NumberInQueu  .00000     (Insuf)    .00000     .00000     .00000    
3DP dentures teeth.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
sonication and acid etched.Queue.NumberInQ  .00111     (Insuf)    .00000     1.0000     .00000    
normal fixtures 3DP.Queue.NumberInQueue     .00000     (Insuf)    .00000     .00000     .00000    
Batch 4.Queue.NumberInQueue                 2.0031     .05791     .00000     5.0000     1.0000    

                                             COUNTERS

Identifier                                    Count   Limit
_____________________________________________________________

base LP resin order count                         0  Infinite
resin order count                                 0  Infinite
immediate_implant_count                           0  Infinite
denture_count                                     0  Infinite
restoration_count                                 0  Infinite
two_stage_count                                   0  Infinite
ortho_count                                       0  Infinite
A2 resin order count                              0  Infinite
grey resin order count                            0  Infinite
titanium order count                             36  Infinite

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Entity 1.NumberIn                           .00000    
Entity 1.NumberOut                          .00000    
immediate implant 1.NumberIn                .00000    
immediate implant 1.NumberOut               .00000    
Implant type 2.NumberIn                     18215.    
Implant type 2.NumberOut                    3396.0    
Implant type 1.NumberIn                     4761.0    
Implant type 1.NumberOut                    297.00    
patient.NumberIn                            36184.    
patient.NumberOut                           36183.    
dentures_patient.NumberIn                   21012.    
dentures_patient.NumberOut                  .00000    
Implant_patient.NumberIn                    7300.0    
Implant_patient.NumberOut                   7207.0    
two stage implant 2.NumberIn                .00000    
two stage implant 2.NumberOut               .00000    
orthodontics_patient.NumberIn               14540.    
orthodontics_patient.NumberOut              .00000    
restorative_patient.NumberIn                29157.    
restorative_patient.NumberOut               .00000    
post curing machine.NumberSeized            .00000    
post curing machine.ScheduledUtilization    .00000    
Restoration doctor 2.NumberSeized           7315.0    
Restoration doctor 2.ScheduledUtilization   .15115    
Restoration doctor 1.NumberSeized           7263.0    
Restoration doctor 1.ScheduledUtilization   .15064    
3DP.NumberSeized                            1441.0    
3DP.ScheduledUtilization                    .01316    
Scanner.NumberSeized                        37170.    
Scanner.ScheduledUtilization                .31271    
Denture doctor.NumberSeized                 7035.0    
Denture doctor.ScheduledUtilization         .24266    
orthodontist doctor.NumberSeized            7270.0    
orthodontist doctor.ScheduledUtilization    .30151    
polisher.NumberSeized                       7205.0    
polisher.ScheduledUtilization               .01494    
ultra sonic cleaner.NumberSeized            2882.0    
ultra sonic cleaner.ScheduledUtilization    .07966    
photographer.NumberSeized                   7269.0    
photographer.ScheduledUtilization           .07516    
Implant doctor.NumberSeized                 16760.    
Implant doctor.ScheduledUtilization         .31909    
UV machine.NumberSeized                     .00000    
UV machine.ScheduledUtilization             .00000    
Addmission Worker.NumberSeized              36184.    
Addmission Worker.ScheduledUtilization      .31263    
brush.NumberSeized                          .00000    
brush.ScheduledUtilization                  .00000    
Thermoforming machine.NumberSeized          .00000    
Thermoforming machine.ScheduledUtilization  .00000    
System.NumberOut                            .00000    


                                      ARENA Simulation Results
                                                  

                                  Summary for Replication 5 of 5

Project: Unnamed Project                                             Run execution date : 2/ 2/2022
Analyst: None                                                        Model revision date: 2/ 2/2022

Replication ended at time      : 26280.0 Hours 
Statistics were cleared at time: 2160.0 Hours (Tuesday, May 03, 2022, 00:00:00)
Statistics accumulated for time: 24120.0 Hours
Base Time Units: Hours

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

tis_twostage_implant                            --         --         --         --          0
tis_immediate_implant                           --         --         --         --          0
time in laboratory                          9.7209     .07469     1.9237     10.964       1127    
tis_ortho_patients                              --         --         --         --          0
tis_restoration                                 --         --         --         --          0
tis_denture                                     --         --         --         --          0
Entity 1.VATime                                 --         --         --         --          0
Entity 1.NVATime                                --         --         --         --          0
Entity 1.WaitTime                               --         --         --         --          0
Entity 1.TranTime                               --         --         --         --          0
Entity 1.OtherTime                              --         --         --         --          0
Entity 1.TotalTime                              --         --         --         --          0
immediate implant 1.VATime                      --         --         --         --          0
immediate implant 1.NVATime                     --         --         --         --          0
immediate implant 1.WaitTime                    --         --         --         --          0
immediate implant 1.TranTime                    --         --         --         --          0
immediate implant 1.OtherTime                   --         --         --         --          0
immediate implant 1.TotalTime                   --         --         --         --          0
Implant type 2.VATime                           --         --         --         --          0
Implant type 2.NVATime                          --         --         --         --          0
Implant type 2.WaitTime                         --         --         --         --          0
Implant type 2.TranTime                         --         --         --         --          0
Implant type 2.OtherTime                        --         --         --         --          0
Implant type 2.TotalTime                        --         --         --         --          0
Implant type 1.VATime                           --         --         --         --          0
Implant type 1.NVATime                          --         --         --         --          0
Implant type 1.WaitTime                         --         --         --         --          0
Implant type 1.TranTime                         --         --         --         --          0
Implant type 1.OtherTime                        --         --         --         --          0
Implant type 1.TotalTime                        --         --         --         --          0
patient.VATime                                  --         --         --         --          0
patient.NVATime                                 --         --         --         --          0
patient.WaitTime                                --         --         --         --          0
patient.TranTime                                --         --         --         --          0
patient.OtherTime                               --         --         --         --          0
patient.TotalTime                               --         --         --         --          0
dentures_patient.VATime                         --         --         --         --          0
dentures_patient.NVATime                        --         --         --         --          0
dentures_patient.WaitTime                       --         --         --         --          0
dentures_patient.TranTime                       --         --         --         --          0
dentures_patient.OtherTime                      --         --         --         --          0
dentures_patient.TotalTime                      --         --         --         --          0
Implant_patient.VATime                          --         --         --         --          0
Implant_patient.NVATime                         --         --         --         --          0
Implant_patient.WaitTime                        --         --         --         --          0
Implant_patient.TranTime                        --         --         --         --          0
Implant_patient.OtherTime                       --         --         --         --          0
Implant_patient.TotalTime                       --         --         --         --          0
two stage implant 2.VATime                      --         --         --         --          0
two stage implant 2.NVATime                     --         --         --         --          0
two stage implant 2.WaitTime                    --         --         --         --          0
two stage implant 2.TranTime                    --         --         --         --          0
two stage implant 2.OtherTime                   --         --         --         --          0
two stage implant 2.TotalTime                   --         --         --         --          0
orthodontics_patient.VATime                     --         --         --         --          0
orthodontics_patient.NVATime                    --         --         --         --          0
orthodontics_patient.WaitTime                   --         --         --         --          0
orthodontics_patient.TranTime                   --         --         --         --          0
orthodontics_patient.OtherTime                  --         --         --         --          0
orthodontics_patient.TotalTime                  --         --         --         --          0
restorative_patient.VATime                      --         --         --         --          0
restorative_patient.NVATime                     --         --         --         --          0
restorative_patient.WaitTime                    --         --         --         --          0
restorative_patient.TranTime                    --         --         --         --          0
restorative_patient.OtherTime                   --         --         --         --          0
restorative_patient.TotalTime                   --         --         --         --          0
Admission.Queue.WaitingTime                 .00000     .00000     .00000     .00000      36183    
Batch 2.Queue.WaitingTime                   33.623     1.5894     .00000     220.00       1445    
normal implant brush.Queue.WaitingTime          --         --         --         --          0
Batch 7.Queue.WaitingTime                       --         --         --         --          0
sature.Queue.WaitingTime                    .09936     .01559     .00000     1.9090       1124    
implant fixture polishing.Queue.WaitingTim  .10000      5.0484E-4 .00000     .20000       1445    
normal crown polish.Queue.WaitingTime           --         --         --         --          0
sonication and immersion.Queue.WaitingTime  .00194     (Insuf)    .00000     .56174        289    
hold immediate implant crown.Queue.Waiting      --         --         --         --          0
hold immediate implant fixture.Queue.Waiti  1.0000     (Insuf)    1.0000     1.0000          3    
Dentures polishing.Queue.WaitingTime            --         --         --         --          0
Dentures Examination.Queue.WaitingTime      .04274     .00263     .00000     .92554       7269    
join patient crown and fixture.Queue.Waiti      --         --         --         --          0
hold normal implant crown.Queue.WaitingTim      --         --         --         --          0
hold dentures base.Queue.WaitingTime            --         --         --         --          0
Hold 18.Queue.WaitingTime                       --         --         --         --          0
Hold for call.Queue.WaitingTime             12.420     .10853     3.0623     15.717       1127    
normal sonication and immersion.Queue.Wait  .01188     .00310     .00000     .39424       1141    
Hold 15.Queue.WaitingTime                   676.33     (Insuf)    583.00     775.00         36    
Match 6.Queue1.WaitingTime                  .88992     (Corr)     .68042     1.1451       1127    
Match 6.Queue2.WaitingTime                  .00000     .00000     .00000     .00000       1127    
dentures UV curing.Queue.WaitingTime            --         --         --         --          0
crowns post cure.Queue.WaitingTime              --         --         --         --          0
aligners brush.Queue.WaitingTime                --         --         --         --          0
Adjustable Batch 2.Queue.WaitingTime        7.6439     .08740     .00000     8.0000       5710    
Implanr examination 1.Queue.WaitingTime     .10982     .00887     .00000     2.5987       7205    
normal crowns 3DP.Queue.WaitingTime             --         --         --         --          0
Batch 1.Queue.WaitingTime                       --         --         --         --          0
Hold 19.Queue.WaitingTime                       --         --         --         --          0
Batch 3.Queue.WaitingTime                       --         --         --         --          0
Photographing.Queue.WaitingTime             .00000     .00000     .00000     .00000       7324    
immediate fixtures 3DP.Queue.WaitingTime    .00000     (Insuf)    .00000     .00000        289    
Match 3.Queue1.WaitingTime                      --         --         --         --          0
Match 3.Queue2.WaitingTime                      --         --         --         --          0
immediate implant brush.Queue.WaitingTime       --         --         --         --          0
aligners ultra sonic.Queue.WaitingTime          --         --         --         --          0
join patient and crown.Queue.WaitingTime        --         --         --         --          0
Hold 6.Queue.WaitingTime                    2.0151     .06258      8.7501E-4 3.9971       1034    
Hold 1.Queue.WaitingTime                    1.9885     .01382      4.8692E-5 3.9998      36128    
aligners thermoforming.Queue.WaitingTime        --         --         --         --          0
3DP dentures base.Queue.WaitingTime             --         --         --         --          0
3DP aligners.Queue.WaitingTime                  --         --         --         --          0
Batch 8.Queue.WaitingTime                       --         --         --         --          0
3DP crown.Queue.WaitingTime                     --         --         --         --          0
dentures post cure.Queue.WaitingTime            --         --         --         --          0
normal implant fixture polishing.Queue.Wai  .10000      1.2621E-4 .00000     .20000       5705    
examination by orthodentics.Queue.WaitingT      --         --         --         --          0
immediate crown polish.Queue.WaitingTime        --         --         --         --          0
join patient and fixture.Queue.WaitingTime  .05142     .00601     .00000     .52018       1127    
aligners post cure.Queue.WaitingTime            --         --         --         --          0
immediate crowns 3DP.Queue.WaitingTime          --         --         --         --          0
restoration.Queue.WaitingTime                   --         --         --         --          0
normal sonication and acid etched.Queue.Wa  .03155     .00810     .00000     .75000       1141    
Batch 6.Queue.WaitingTime                       --         --         --         --          0
hold normal implant fixture.Queue.WaitingT  1.0000     (Insuf)    1.0000     1.0000         11    
scanning process.Queue.WaitingTime          .02805     (Corr)     .00000     .75918      36122    
crowns brush.Queue.WaitingTime                  --         --         --         --          0
Hold 21.Queue.WaitingTime                       --         --         --         --          0
hold dentures teeth.Queue.WaitingTime           --         --         --         --          0
implant post cure.Queue.WaitingTime             --         --         --         --          0
Orthodentics Examination.Queue.WaitingTime  .09379     .00565     .00000     1.8735       7324    
Implant examinatio 3.Queue.WaitingTime      .09101     .01282     .00000     2.7426       5706    
Implant examinatio 2.Queue.WaitingTime      .08103     .01260     .00000     1.9328       1444    
scanning2.Queue.WaitingTime                 .03379     .00317     .00000     .23142       1124    
Match 1.Queue1.WaitingTime                      --         --         --         --          0
Match 1.Queue2.WaitingTime                      --         --         --         --          0
Denture installation.Queue.WaitingTime          --         --         --         --          0
hold crowns.Queue.WaitingTime                   --         --         --         --          0
hold aligners.Queue.WaitingTime                 --         --         --         --          0
Hold 20.Queue.WaitingTime                       --         --         --         --          0
crowns polishing.Queue.WaitingTime              --         --         --         --          0
Restoration Examination.Queue.WaitingTime   .00000     .00000     .00000     .00000      14385    
norma implant post cure.Queue.WaitingTime       --         --         --         --          0
3DP dentures teeth.Queue.WaitingTime            --         --         --         --          0
sonication and acid etched.Queue.WaitingTi  .09689     (Insuf)    .00000     .58333        289    
normal fixtures 3DP.Queue.WaitingTime       .00000     .00000     .00000     .00000       1141    
Batch 4.Queue.WaitingTime                   8.4864     .35724     .00000     65.000       5705    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

total titanium Value                        8186.3     (Corr)     1078.0     15378.     15378.    
Dentures revenue Value                       1.8790E+5 (Corr)     28926.      3.4876E+5  3.4876E+5
teeth A2 resin inventory Value              80.000     (Insuf)    80.000     80.000     80.000    
Restoration revenue Value                   67956.     (Corr)     10290.      1.2519E+5  1.2519E+5
base LP resin inventory Value               150.00     (Insuf)    150.00     150.00     150.00    
Dentures base LP resin usage Value          4200.0     (Insuf)    4200.0     4200.0     4200.0    
Implant revenue Value                        1.5070E+5 (Corr)     19686.      2.8318E+5  2.8318E+5
resin inventory Value                       10.000     (Insuf)    10.000     10.000     10.000    
total resin Value                           990.00     (Insuf)    990.00     990.00     990.00    
Orthodontics revenue Value                   6.1054E+5 (Corr)     92828.      1.1271E+6  1.1271E+6
grey resin inventory Value                  40.000     (Insuf)    40.000     40.000     40.000    
total grey resin Value                      560.00     (Insuf)    560.00     560.00     560.00    
titanium inventory Value                    200.75     (Corr)     .00000     400.00     222.00    
Dentures teeth A2 resin usage Value         3920.0     (Insuf)    3920.0     3920.0     3920.0    
Entity 1.WIP                                6.0000     (Insuf)    6.0000     6.0000     6.0000    
immediate implant 1.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
Implant type 2.WIP                          8415.9     (Corr)     1065.0     15855.     15855.    
Implant type 1.WIP                          2478.9     (Corr)     321.00     4653.0     4653.0    
patient.WIP                                 .31247      3.9027E-4 .00000     1.0000     .00000    
dentures_patient.WIP                        11720.     (Corr)     887.00     22682.     22682.    
Implant_patient.WIP                         179.15     (Corr)     142.00     209.00     200.00    
two stage implant 2.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
orthodontics_patient.WIP                    8622.8     (Corr)     1288.0     15936.     15936.    
restorative_patient.WIP                     16938.     (Corr)     2496.0     31266.     31266.    
post curing machine.NumberBusy              .00000     (Insuf)    .00000     .00000     .00000    
post curing machine.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
post curing machine.Utilization             .00000     (Insuf)    .00000     .00000     .00000    
Restoration doctor 2.NumberBusy             .14929     .00303     .00000     1.0000     1.0000    
Restoration doctor 2.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 2.Utilization            .14929     .00303     .00000     1.0000     1.0000    
Restoration doctor 1.NumberBusy             .14807     .00349     .00000     1.0000     .00000    
Restoration doctor 1.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 1.Utilization            .14807     .00349     .00000     1.0000     .00000    
3DP.NumberBusy                              .02615      8.6078E-4 .00000     2.0000     .00000    
3DP.NumberScheduled                         2.0000     (Insuf)    2.0000     2.0000     2.0000    
3DP.Utilization                             .01307      4.3039E-4 .00000     1.0000     .00000    
Scanner.NumberBusy                          .31335     .00237     .00000     1.0000     1.0000    
Scanner.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Scanner.Utilization                         .31335     .00237     .00000     1.0000     1.0000    
Denture doctor.NumberBusy                   .25065     .00451     .00000     1.0000     1.0000    
Denture doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Denture doctor.Utilization                  .25065     .00451     .00000     1.0000     1.0000    
orthodontist doctor.NumberBusy              .30343     .00529     .00000     1.0000     .00000    
orthodontist doctor.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
orthodontist doctor.Utilization             .30343     .00529     .00000     1.0000     .00000    
polisher.NumberBusy                         .01482      4.2466E-4 .00000     1.0000     .00000    
polisher.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
polisher.Utilization                        .01482      4.2466E-4 .00000     1.0000     .00000    
ultra sonic cleaner.NumberBusy              .07905     .00226     .00000     1.0000     .00000    
ultra sonic cleaner.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
ultra sonic cleaner.Utilization             .07905     .00226     .00000     1.0000     .00000    
photographer.NumberBusy                     .07584     .00126     .00000     1.0000     .00000    
photographer.NumberScheduled                1.0000     (Insuf)    1.0000     1.0000     1.0000    
photographer.Utilization                    .07584     .00126     .00000     1.0000     .00000    
Implant doctor.NumberBusy                   .31656     .00782     .00000     1.0000     .00000    
Implant doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Implant doctor.Utilization                  .31656     .00782     .00000     1.0000     .00000    
UV machine.NumberBusy                       .00000     (Insuf)    .00000     .00000     .00000    
UV machine.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
UV machine.Utilization                      .00000     (Insuf)    .00000     .00000     .00000    
Addmission Worker.NumberBusy                .31247      3.9027E-4 .00000     1.0000     .00000    
Addmission Worker.NumberScheduled           1.0000     (Insuf)    1.0000     1.0000     1.0000    
Addmission Worker.Utilization               .31247      3.9027E-4 .00000     1.0000     .00000    
brush.NumberBusy                            .00000     (Insuf)    .00000     .00000     .00000    
brush.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
brush.Utilization                           .00000     (Insuf)    .00000     .00000     .00000    
Thermoforming machine.NumberBusy            .00000     (Insuf)    .00000     .00000     .00000    
Thermoforming machine.NumberScheduled       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Thermoforming machine.Utilization           .00000     (Insuf)    .00000     .00000     .00000    
Admission.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Batch 2.Queue.NumberInQueue                 2.0133     .08276     .00000     5.0000     1.0000    
normal implant brush.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
Batch 7.Queue.NumberInQueue                 .00000     (Insuf)    .00000     .00000     .00000    
sature.Queue.NumberInQueue                  .00463      7.0342E-4 .00000     2.0000     .00000    
implant fixture polishing.Queue.NumberInQu  .00599      3.7361E-4 .00000     4.0000     .00000    
normal crown polish.Queue.NumberInQueue     .00000     (Insuf)    .00000     .00000     .00000    
sonication and immersion.Queue.NumberInQue   2.3289E-5 (Insuf)    .00000     1.0000     .00000    
hold immediate implant crown.Queue.NumberI  820.20     (Corr)     101.00     1545.0     1545.0    
hold immediate implant fixture.Queue.Numbe   1.2438E-4 (Insuf)    .00000     1.0000     .00000    
Dentures polishing.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
Dentures Examination.Queue.NumberInQueue    .01288      9.8737E-4 .00000     2.0000     .00000    
join patient crown and fixture.Queue.Numbe  .00000     (Insuf)    .00000     .00000     .00000    
hold normal implant crown.Queue.NumberInQu  477.93     (Corr)     .00000     1034.0     1034.0    
hold dentures base.Queue.NumberInQueue      3727.0     (Corr)     117.00     7380.0     7380.0    
Hold 18.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Hold for call.Queue.NumberInQueue           20620.     (Corr)     2568.0     38687.     38687.    
normal sonication and immersion.Queue.Numb   5.6193E-4 (Insuf)    .00000     1.0000     .00000    
Hold 15.Queue.NumberInQueue                 .99851     (Insuf)    .00000     1.0000     1.0000    
Match 6.Queue1.NumberInQueue                .04158     .00150     .00000     1.0000     .00000    
Match 6.Queue2.NumberInQueue                .00000     (Insuf)    .00000     1.0000     .00000    
dentures UV curing.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
crowns post cure.Queue.NumberInQueue        .00000     (Insuf)    .00000     .00000     .00000    
aligners brush.Queue.NumberInQueue          .00000     (Insuf)    .00000     .00000     .00000    
Adjustable Batch 2.Queue.NumberInQueue      1.8092     .06230     .00000     10.000     .00000    
Implanr examination 1.Queue.NumberInQueue   .03280     .00316     .00000     3.0000     .00000    
